GEOID,INDUSTRY_CODE,SOURCE_NAICS,ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT_NOISE_FLAG,FIRST_QUARTER_PAYROLL_THOUSANDS,FIRST_QUARTER_PAYROLL_NOISE_FLAG,ANNUAL_PAYROLL_THOUSANDS,ANNUAL_PAYROLL_NOISE_FLAG
35027,42,42----,8,19,J,250,H,1089,G
35027,44,44----,134,1301,G,10964,G,42480,G
35027,48,48----,13,128,H,1010,H,4072,H
35027,51,51----,12,79,G,853,H,3512,H
35027,52,52----,33,136,H,1981,G,7355,G
35027,53,53----,56,176,G,1721,G,7048,G
35027,54,54----,46,141,H,1614,G,7342,G
35027,56,56----,30,162,G,1352,G,6539,G
35027,61,61----,6,29,H,102,H,335,H
35027,62,62----,43,593,J,7216,H,30901,H
35027,71,71----,22,517,G,4243,G,21092,H
35027,72,72----,103,1345,G,8390,G,36916,G
35027,81,81----,69,310,G,1982,G,8906,G
35028,TOTAL,------,373,17888,J,471686,J,2021837,J
35028,23,23----,27,149,G,2922,G,18466,G
35028,31,31----,8,100,J,1493,H,6451,H
35028,44,44----,30,406,H,3226,H,13578,H
35028,51,51----,9,26,H,326,G,1281,G
35028,52,52----,20,175,H,3622,H,12432,H
35028,53,53----,19,63,H,710,H,3198,H
35028,54,54----,50,13925,J,419644,J,1794107,J
35028,56,56----,20,1091,G,22727,H,101017,H
35028,61,61----,8,61,H,378,H,1580,G
35028,62,62----,75,945,G,11085,G,46072,G
35028,71,71----,10,190,J,679,J,2748,J
35028,72,72----,34,485,G,2779,G,12661,G
35028,81,81----,58,247,G,1709,G,6815,G
35029,TOTAL,------,371,4845,G,44365,G,188812,G
35029,22,22----,3,40,H,675,G,2987,G
35029,23,23----,39,233,H,3492,H,12274,H
35029,31,31----,12,752,H,8351,H,42594,H
35029,42,42----,10,149,J,1837,J,6986,J
35029,44,44----,62,957,G,7678,G,29767,G
35029,48,48----,18,195,G,2161,G,8979,G
35029,51,51----,7,21,H,256,G,1145,G
35029,52,52----,18,95,J,1264,J,4406,H
35029,53,53----,18,46,J,284,H,1293,G
35029,54,54----,13,76,H,736,G,3406,G
35029,56,56----,14,47,H,211,H,952,H
35029,61,61----,3,3,J,57,J,220,J
35029,62,62----,50,1209,J,11641,J,49414,J
35029,71,71----,6,76,J,212,H,977,H
35029,72,72----,55,748,G,3443,G,13647,G
35029,81,81----,39,164,G,1606,H,7370,H
35031,TOTAL,------,940,15236,G,152106,G,615418,G
35031,22,22----,4,29,J,433,J,1861,J
35031,23,23----,59,513,G,4934,H,24931,G
35031,31,31----,21,415,H,4867,H,19111,H
35031,42,42----,46,576,G,5863,G,24566,G
35031,44,44----,214,3355,G,26496,H,106864,H
35031,48,48----,38,702,G,6900,G,31134,G
35031,51,51----,21,178,H,1712,G,6043,G
35031,52,52----,56,290,G,3461,G,14625,G
35031,53,53----,40,184,H,1975,H,8651,H
35031,54,54----,44,236,G,2817,G,14119,G
35031,56,56----,21,124,J,892,J,3937,J
35031,61,61----,8,478,J,4176,J,18891,J
35031,62,62----,124,4259,G,65412,H,245583,H
35031,71,71----,7,347,J,3182,J,14188,J
35031,72,72----,140,2791,G,13340,G,56434,G
35031,81,81----,90,668,G,4549,G,19995,G
35033,TOTAL,------,57,292,J,2242,H,9865,H
35033,23,23----,13,41,J,421,H,1742,H
35033,44,44----,15,83,H,470,G,1793,G
35033,52,52----,3,9,J,65,H,283,H
35033,53,53----,3,2,G,6,G,109,J
35033,56,56----,3,0,G,0,G,104,H
35033,62,62----,7,108,J,772,J,3722,J
35033,81,81----,5,20,J,117,J,532,H
35035,TOTAL,------,988,12847,G,134704,G,534367,G
35035,11,11----,4,13,J,143,J,1048,J
35035,21,21----,4,32,G,380,H,1701,G
35035,22,22----,13,132,J,2392,H,8291,H
35035,23,23----,121,919,G,10412,G,47075,G
35035,31,31----,26,88,H,631,G,2472,G
35035,42,42----,13,49,H,1220,H,2419,H
35035,44,44----,183,2617,G,20867,H,80486,G
35035,48,48----,28,192,G,2283,G,9157,G
35035,51,51----,24,216,G,2734,G,11227,G
35035,52,52----,45,355,G,4559,G,17449,G
35035,53,53----,57,151,G,1613,G,6670,G
35035,54,54----,65,491,G,7395,H,30318,H
35035,55,55----,3,21,H,279,G,1381,G
35035,56,56----,35,621,G,7693,G,32816,G
35035,61,61----,11,271,J,7160,J,22897,J
35035,62,62----,113,3329,H,43860,H,174777,H
35035,71,71----,13,98,G,516,G,2002,H
35035,72,72----,106,2675,H,16950,H,66313,H
35035,81,81----,123,577,G,3617,G,15702,G
35037,TOTAL,------,214,1779,G,14810,G,59170,G
35037,22,22----,10,38,J,739,J,2666,J
35037,23,23----,15,90,H,952,H,4210,H
35037,31,31----,3,10,G,54,H,246,H
35037,42,42----,4,24,J,169,H,551,H
35037,44,44----,39,512,G,3706,G,14294,G
35037,48,48----,15,75,J,981,H,3928,H
35037,51,51----,5,14,J,217,H,915,H
35037,52,52----,11,69,G,1070,G,3850,G
35037,53,53----,6,9,G,97,G,477,G
35037,54,54----,13,44,H,420,G,1702,G
35037,56,56----,5,10,J,61,H,297,H
35037,62,62----,24,332,J,3398,H,13383,H
35037,71,71----,4,17,G,86,J,412,J
35037,72,72----,36,447,G,2126,G,8899,G
35037,81,81----,22,85,J,713,H,3218,H
35039,TOTAL,------,541,5426,G,50166,G,211365,G
35039,11,11----,9,22,G,193,J,937,H
35039,22,22----,7,115,H,2173,H,8564,H
35039,23,23----,78,279,H,2682,G,12295,G
35039,31,31----,20,142,G,1175,G,5593,G
35039,42,42----,4,5,J,53,G,241,G
35039,44,44----,86,1174,H,9765,H,37254,H
35039,48,48----,12,26,H,614,J,2127,H
35039,51,51----,12,88,G,1193,H,4181,H
35039,52,52----,27,120,G,1762,H,6679,H
35039,53,53----,15,30,J,212,H,907,H
35039,54,54----,32,91,J,1218,H,5331,H
35039,56,56----,13,198,H,2697,H,14444,H
35039,61,61----,9,41,H,204,H,860,H
35039,62,62----,72,1427,G,14566,H,61039,H
35039,71,71----,19,68,H,346,G,2622,G
35039,72,72----,66,1158,G,6843,H,29805,H
35039,81,81----,55,379,H,3476,H,14351,H
35041,TOTAL,------,330,3614,H,38433,H,146496,H
35041,11,11----,5,45,H,691,G,3053,G
35041,22,22----,6,68,H,1365,J,5269,J
35041,23,23----,44,185,G,1463,G,5952,G
35041,31,31----,12,279,J,4521,J,14258,J
35041,42,42----,10,72,H,734,G,3378,H
35041,44,44----,42,545,G,5003,H,18947,H
35041,48,48----,25,456,H,7509,H,28201,H
35041,51,51----,9,50,H,660,H,2516,H
35041,52,52----,18,118,G,1327,G,5355,G
35041,53,53----,13,51,J,566,H,1960,H
35041,54,54----,18,60,J,689,G,2734,G
35041,56,56----,8,42,H,250,H,960,G
35041,62,62----,38,872,G,9944,H,38798,H
35041,71,71----,4,47,J,198,H,775,H
35041,72,72----,36,564,G,2430,G,10068,G
35041,81,81----,41,160,H,1083,G,4264,G
35043,TOTAL,------,1928,27552,H,352835,H,1492168,H
35043,11,11----,3,4,J,47,J,262,H
35043,21,21----,8,85,J,1758,H,6726,H
35043,22,22----,13,202,H,3977,H,16239,H
35043,23,23----,260,2440,G,33775,G,162438,G
35043,31,31----,62,3688,H,98996,H,371182,H
35043,42,42----,47,342,H,6235,H,26261,G
35043,44,44----,198,3531,G,29315,H,123292,H
35043,48,48----,43,388,H,4732,H,19798,H
35043,51,51----,33,151,J,2442,H,9437,H
35043,52,52----,108,1594,J,17938,J,64235,J
35043,53,53----,124,327,G,4136,G,16869,G
35043,54,54----,186,844,G,12679,G,53925,G
35043,55,55----,5,36,H,460,G,1746,G
35043,56,56----,120,2368,H,31944,H,178073,H
35043,61,61----,34,272,G,1888,G,8279,G
35043,62,62----,292,5046,H,62799,H,267504,H
35043,71,71----,28,398,G,2414,G,10332,G
35043,72,72----,186,4896,G,29874,H,125040,H
35043,81,81----,177,940,G,7426,G,30529,G
35045,TOTAL,------,2475,35168,G,465353,G,1861043,G
35045,11,11----,3,29,J,326,J,2189,J
35045,21,21----,97,2886,G,80642,G,280757,G
35045,22,22----,15,456,J,13909,J,49342,J
35045,23,23----,232,2385,G,31467,H,138598,G
35045,31,31----,64,1293,H,16456,H,65853,H
35045,42,42----,134,1130,H,20963,H,79441,G
35045,44,44----,416,6032,G,52547,G,220662,G
35045,48,48----,104,1376,G,26701,G,108900,G
35045,51,51----,28,238,H,2351,H,9159,H
35045,52,52----,114,703,G,8872,G,36118,G
35045,53,53----,112,590,G,10232,H,36317,H
35045,54,54----,197,1073,G,16306,G,68648,G
35045,55,55----,15,381,J,7646,J,29724,J
35045,56,56----,105,876,G,9438,G,41134,G
35045,61,61----,23,377,G,4432,G,17357,G
35045,62,62----,302,7801,G,113349,G,471025,G
35045,71,71----,30,784,H,5914,H,26078,H
35045,72,72----,228,4917,G,24310,G,100761,G
35045,81,81----,253,1829,H,19413,H,78645,H
35045,99,99----,3,12,J,79,G,335,G
35047,TOTAL,------,417,8252,G,53551,G,215362,G
35047,11,11----,3,1,G,6,G,206,J
35047,22,22----,7,208,J,5345,J,21153,J
35047,23,23----,46,276,H,3259,H,14289,H
35047,31,31----,6,27,J,278,J,1227,J
35047,42,42----,5,25,J,280,H,1277,H
35047,44,44----,70,983,G,7697,H,29127,H
35047,48,48----,13,165,H,1620,G,6028,H
35047,51,51----,12,41,G,537,G,2017,G
35047,52,52----,23,107,H,1249,G,5705,G
35047,53,53----,17,43,G,327,G,1397,G
35047,54,54----,24,88,H,766,G,3027,G
35047,56,56----,11,20,G,166,H,675,H
35047,62,62----,72,5101,H,25963,H,102861,H
35047,71,71----,3,16,J,60,H,203,H
35047,72,72----,62,907,H,3829,G,16557,G
35047,81,81----,39,136,G,836,G,3620,G
35049,TOTAL,------,4976,48934,G,600747,G,2574790,G
35049,11,11----,11,18,J,170,H,829,G
35049,21,21----,8,62,J,1625,J,5413,J
35049,22,22----,14,120,G,2603,G,10080,G
35049,23,23----,547,2981,G,35188,G,160867,G
35049,31,31----,116,892,H,9777,H,42306,H
35049,42,42----,100,1133,G,21534,G,76326,G
35049,44,44----,793,8983,G,84183,G,346730,G
35049,48,48----,71,821,G,8412,G,36090,G
35049,51,51----,105,756,H,14937,H,54726,H
35049,52,52----,202,1638,G,42580,H,227967,H
35049,53,53----,300,829,H,11490,G,51608,G
35049,54,54----,649,2483,G,44418,G,198034,G
35049,55,55----,22,295,H,5509,H,21669,H
35049,56,56----,233,1734,G,15165,G,68534,G
35049,61,61----,109,1546,G,16864,G,70043,G
35049,62,62----,571,8758,H,146227,H,595785,H
35049,71,71----,156,2510,G,26809,H,120534,H
35049,72,72----,488,10761,G,83603,G,361606,G
35049,81,81----,473,2586,G,29507,G,125055,G
35049,99,99----,8,28,H,146,H,588,H
35051,TOTAL,------,222,2180,G,20012,G,79679,G
35051,22,22----,5,31,J,544,H,2395,H
35051,23,23----,25,226,H,2753,H,12486,H
35051,31,31----,6,54,J,501,J,3331,J
35051,44,44----,42,474,H,3826,H,14152,H
35051,48,48----,8,17,J,159,G,732,G
35051,51,51----,3,13,G,184,H,720,H
35051,52,52----,14,68,J,651,G,2635,G
35051,53,53----,6,10,J,97,G,463,G
35051,54,54----,14,37,J,337,H,1239,H
35051,56,56----,6,16,G,94,J,484,J
35051,62,62----,16,478,G,6805,G,23755,G
35051,71,71----,5,21,J,188,H,868,H
35051,72,72----,47,596,G,2746,G,11041,G
35051,81,81----,20,66,G,316,G,1332,G
35053,TOTAL,------,221,2772,G,24781,G,102198,G
35053,11,11----,4,6,J,43,J,308,G
35053,23,23----,16,61,J,600,G,2402,G
35053,31,31----,4,47,G,414,G,1747,G
35053,42,42----,4,4,J,42,J,294,H
35053,44,44----,36,445,H,3478,H,13039,H
35053,48,48----,8,77,J,811,H,3249,H
35053,51,51----,5,12,J,75,J,322,J
35053,52,52----,13,74,H,647,G,2474,G
35053,53,53----,5,20,J,195,J,730,J
35053,54,54----,19,223,H,4612,H,18331,H
35053,56,56----,5,29,J,250,J,994,J
35053,61,61----,3,240,J,2420,J,12587,J
35053,62,62----,34,832,H,6715,H,27296,H
35053,72,72----,40,544,G,2677,G,11217,G
35053,81,81----,20,67,H,458,H,1790,H
35055,TOTAL,------,1083,9460,G,85454,G,350465,G
35055,11,11----,3,19,J,263,H,1133,H
35055,22,22----,6,118,J,1848,J,8757,J
35055,23,23----,141,470,H,4637,G,23342,G
35055,31,31----,32,235,H,2074,G,8942,H
35055,42,42----,17,49,J,772,H,3277,H
35055,44,44----,199,1769,G,14224,G,56241,G
35055,48,48----,15,69,G,688,H,3109,H
35055,51,51----,22,173,H,3121,H,13247,H
35055,52,52----,28,178,J,1873,G,8010,H
35055,53,53----,67,270,G,2336,G,9513,G
35055,54,54----,91,279,H,3359,G,13849,G
35055,56,56----,51,123,G,909,H,5417,G
35055,61,61----,17,78,H,633,G,2912,G
35055,62,62----,105,1736,H,20103,H,85873,H
35055,71,71----,38,1052,J,9301,J,28091,J
35055,72,72----,156,2382,G,16032,G,65277,G
35055,81,81----,92,441,G,3118,G,12464,G
35057,TOTAL,------,205,2070,G,26875,G,107782,G
35057,21,21----,3,68,H,1615,H,6603,H
35057,22,22----,7,122,H,2700,H,9365,H
35057,23,23----,24,271,J,5977,J,24712,J
35057,31,31----,12,121,G,1203,G,4744,G
35057,42,42----,11,71,H,597,G,2285,G
35057,44,44----,44,507,G,4517,G,16346,G
35057,48,48----,15,73,H,2181,J,10756,J
35057,52,52----,6,28,H,350,G,1329,G
35057,54,54----,14,47,H,404,H,1777,H
35057,56,56----,6,248,J,4166,H,16541,J
35057,61,61----,3,3,G,51,H,121,G
35057,62,62----,15,256,H,1838,G,7692,G
35057,72,72----,20,187,G,809,G,3320,G
35057,81,81----,20,55,H,305,G,1449,G
35059,TOTAL,------,89,694,G,6463,G,25457,G
35059,22,22----,3,26,H,404,J,1748,J
35059,23,23----,13,35,H,331,G,1376,G
35059,44,44----,20,197,J,1334,H,5391,H
35059,51,51----,3,39,J,422,H,1517,H
35059,52,52----,6,28,H,563,G,2248,G
35059,53,53----,4,8,J,82,J,303,H
35059,54,54----,6,10,G,102,H,382,H
35059,62,62----,5,136,J,1546,J,6446,J
35059,71,71----,3,4,J,55,J,153,G
35059,72,72----,9,139,H,603,H,2704,H
35059,81,81----,11,34,G,139,G,533,G
35061,TOTAL,------,962,12051,G,114290,G,480092,G
35061,21,21----,3,47,H,409,J,1933,J
35061,22,22----,6,36,H,873,H,3160,H
35061,23,23----,167,1295,G,14719,G,73041,G
35061,31,31----,32,812,H,11362,H,45060,H
35061,42,42----,15,84,G,743,H,3315,H
35061,44,44----,158,2749,G,22509,H,88917,H
35061,48,48----,47,1363,J,16549,J,69530,J
35061,51,51----,8,183,J,7573,J,25864,J
35061,52,52----,54,217,J,3253,G,11704,G
35061,53,53----,42,81,H,534,H,2254,H
35061,54,54----,67,330,H,4316,G,19464,G
35061,55,55----,3,24,H,641,J,2431,J
35061,56,56----,37,257,G,2468,G,11237,G
35061,61,61----,12,108,H,714,H,2979,H
35061,62,62----,113,2268,H,16614,G,73137,G
35061,71,71----,10,61,J,244,H,1001,H
35061,72,72----,91,1644,G,7612,G,32235,G
35061,81,81----,93,484,G,3113,H,12654,H
36001,TOTAL,------,9465,180421,G,2975502,G,11961997,G
36001,11,11----,3,5,J,46,G,203,G
36001,22,22----,25,519,H,25167,G,91378,G
36001,23,23----,775,7779,G,160269,G,729566,G
36001,31,31----,217,10028,G,209291,G,824412,G
36001,42,42----,435,7454,G,162169,G,688123,G
36001,44,44----,1233,20596,G,194544,G,793674,G
36001,48,48----,219,5438,G,79773,G,309336,G
36001,51,51----,197,5997,G,126746,G,477255,G
36001,52,52----,593,12709,G,387351,G,1350810,G
36001,53,53----,413,2537,G,35884,G,150441,G
36001,54,54----,1328,18151,G,422622,G,1773566,G
36001,55,55----,55,4012,H,77998,H,294931,H
36001,56,56----,510,9973,G,117303,G,498679,G
36001,61,61----,170,8584,H,124170,G,498866,G
36001,62,62----,1027,39359,G,626257,G,2542894,G
36001,71,71----,196,3252,G,18336,G,82322,G
36001,72,72----,1000,14818,G,90620,G,381267,G
36001,81,81----,1053,9114,G,115062,G,467354,G
36001,99,99----,14,10,J,36,H,278,G
36003,TOTAL,------,731,10181,G,98171,G,420077,G
36003,11,11----,5,8,J,54,J,228,H
36003,21,21----,6,18,J,283,J,1035,H
36003,22,22----,6,70,H,2059,H,7397,G
36003,23,23----,64,769,J,15520,J,74236,J
36003,31,31----,38,1486,G,20559,H,91256,H
36003,42,42----,14,129,H,1560,G,6346,H
36003,44,44----,130,1137,G,7790,G,33516,G
36003,48,48----,16,125,G,1269,G,5156,G
36003,51,51----,29,99,H,699,G,2692,G
36003,52,52----,32,209,G,2436,G,9943,G
36003,53,53----,11,19,J,290,J,1294,H
36003,54,54----,40,171,G,1906,G,7749,G
36003,56,56----,30,180,H,1362,H,6486,H
36003,61,61----,8,1932,J,11812,J,47959,J
36003,62,62----,81,1797,H,20854,G,83388,G
36003,71,71----,13,224,J,892,J,2769,H
36003,72,72----,89,1331,G,6449,G,28680,G
36003,81,81----,117,475,G,2362,G,9915,G
36005,TOTAL,------,18674,285540,G,3827303,G,15984872,G
36005,22,22----,10,1944,J,80162,J,277092,J
36005,23,23----,1400,11004,G,201714,G,854833,G
36005,31,31----,269,4543,G,61524,G,266666,G
36005,42,42----,631,10890,G,209011,G,840947,G
36005,44,44----,3887,32582,G,270145,G,1112166,G
36005,48,48----,459,12882,H,156664,H,652164,H
36005,51,51----,278,2666,H,45534,H,180151,H
36005,52,52----,457,3173,H,40248,G,158348,G
36005,53,53----,2166,9112,G,113457,G,460515,G
36005,54,54----,846,4956,G,82158,G,331810,G
36005,55,55----,21,933,H,11377,H,49780,H
36005,56,56----,488,9722,G,108399,G,455785,G
36005,61,61----,308,21396,G,306272,G,1282390,G
36005,62,62----,3014,123244,G,1838793,H,7493394,H
36005,71,71----,199,4659,H,70029,H,553426,J
36005,72,72----,1996,20900,G,128172,G,593420,G
36005,81,81----,2207,10887,G,103398,G,420862,G
36005,99,99----,35,34,J,139,H,689,G
36007,TOTAL,------,4001,68190,G,902259,G,3651230,G
36007,11,11----,6,15,J,110,H,564,H
36007,21,21----,6,18,G,161,H,1142,H
36007,22,22----,19,734,J,30366,J,90328,J
36007,23,23----,397,3280,G,53115,G,263690,G
36007,31,31----,157,7014,G,125051,G,497754,G
36007,42,42----,161,2656,G,43021,G,170401,G
36007,44,44----,637,10655,G,93068,G,368501,G
36007,48,48----,107,2345,H,23904,G,103577,G
36007,51,51----,74,1449,H,18801,G,69785,G
36007,52,52----,190,2202,H,46844,H,178060,H
36007,53,53----,140,675,G,7065,G,30923,G
36007,54,54----,278,3731,G,59202,G,259578,G
36007,55,55----,21,521,G,14119,G,58829,H
36007,56,56----,189,4078,H,42352,H,181333,H
36007,61,61----,40,748,G,5105,G,20695,G
36007,62,62----,487,16150,G,270610,G,1067409,G
36007,71,71----,72,714,G,3867,H,19887,G
36007,72,72----,511,8447,G,43833,G,180073,G
36007,81,81----,507,2755,G,21640,G,88636,G
36009,TOTAL,------,1501,19887,G,225544,G,926293,G
36009,11,11----,10,34,J,129,G,512,G
36009,21,21----,23,155,G,2116,G,10678,G
36009,22,22----,8,109,H,3288,H,14840,H
36009,23,23----,137,668,H,9616,H,47578,H
36009,31,31----,72,2496,G,39252,H,157204,H
36009,42,42----,53,549,G,7798,G,29962,G
36009,44,44----,276,3289,G,27954,G,114766,G
36009,48,48----,34,327,J,3713,H,15625,H
36009,51,51----,31,301,G,3880,G,15017,G
36009,52,52----,66,742,G,13822,G,61739,G
36009,53,53----,50,170,H,1587,G,6793,G
36009,54,54----,100,715,G,10746,G,46725,G
36009,55,55----,9,326,H,6277,J,21010,J
36009,56,56----,58,640,J,10693,J,47054,J
36009,61,61----,10,1034,J,9787,J,36890,J
36009,62,62----,159,2815,G,39393,G,161825,H
36009,71,71----,25,750,H,4084,G,13909,G
36009,72,72----,190,3869,G,24656,G,94880,H
36009,81,81----,188,898,H,6753,G,29246,G
36011,TOTAL,------,1509,17820,G,212691,G,862723,G
36011,11,11----,10,74,J,444,J,2506,J
36011,21,21----,3,11,J,89,J,759,J
36011,23,23----,219,938,G,12714,G,63624,G
36011,31,31----,84,2717,G,49088,H,184511,H
36011,42,42----,70,953,G,16763,G,59625,G
36011,44,44----,204,3142,G,26990,G,111559,G
36011,48,48----,60,806,G,10650,G,43451,G
36011,51,51----,29,455,H,6707,H,27813,H
36011,52,52----,59,307,H,6093,G,23241,G
36011,53,53----,38,98,G,942,H,3954,H
36011,54,54----,94,415,G,5691,G,25434,G
36011,55,55----,4,76,H,946,H,3812,H
36011,56,56----,66,515,G,4538,G,19690,G
36011,61,61----,16,517,H,2905,H,11614,H
36011,62,62----,166,3599,H,46993,H,190901,H
36011,71,71----,41,374,H,2309,G,12379,G
36011,72,72----,176,2017,G,10022,G,45128,G
36011,81,81----,167,732,H,5815,G,23915,G
36013,TOTAL,------,2695,37679,G,430579,G,1735964,G
36013,11,11----,8,17,J,124,G,570,G
36013,21,21----,9,65,G,795,H,3121,H
36013,22,22----,10,160,G,1973,H,17961,H
36013,23,23----,242,1408,G,17766,G,93282,G
36013,31,31----,164,8218,G,119692,G,467001,G
36013,42,42----,106,1296,G,20324,G,81185,G
36013,44,44----,438,5533,G,46267,G,190990,G
36013,48,48----,74,992,G,11888,G,47438,G
36013,51,51----,54,502,H,6013,H,22809,H
36013,52,52----,145,769,G,14479,G,53632,G
36013,53,53----,86,408,G,5172,G,18650,G
36013,54,54----,178,788,G,9828,H,39582,G
36013,55,55----,8,1255,J,35317,J,95376,J
36013,56,56----,122,1815,H,15238,H,65485,H
36013,61,61----,23,257,G,1429,G,5981,G
36013,62,62----,251,6925,G,82508,G,338373,G
36013,71,71----,58,694,G,6220,H,32838,H
36013,72,72----,344,4677,G,23004,G,100457,G
36013,81,81----,375,1900,G,12542,G,61233,G
36015,TOTAL,------,1647,27912,G,370472,G,1447622,G
36015,21,21----,3,59,G,1042,H,4576,H
36015,23,23----,145,1276,G,20879,G,104375,G
36015,31,31----,84,5353,H,86170,H,326233,H
36015,42,42----,80,1341,G,29253,G,99756,G
36015,44,44----,301,4751,G,39541,G,159243,G
36015,48,48----,56,1237,G,17610,G,71281,G
36015,51,51----,32,333,H,4665,H,18337,H
36015,52,52----,73,774,G,16518,G,58245,G
36015,53,53----,60,379,G,4801,G,18909,G
36015,54,54----,93,800,G,11835,H,46895,H
36015,55,55----,10,166,G,4257,G,17354,G
36015,56,56----,85,970,G,12068,H,42544,H
36015,61,61----,10,613,J,4575,J,17106,J
36015,62,62----,183,5385,H,87136,H,341170,H
36015,71,71----,34,329,G,1700,G,7504,G
36015,72,72----,195,3039,G,16000,G,65955,G
36015,81,81----,198,980,G,7437,G,31536,G
36017,TOTAL,------,857,13783,G,196712,G,736203,G
36017,11,11----,10,21,J,153,H,590,G
36017,23,23----,79,366,G,4858,G,23735,G
36017,31,31----,51,4585,G,66611,G,254045,G
36017,42,42----,35,353,G,5455,H,21969,H
36017,44,44----,167,1827,G,15051,G,59553,G
36017,48,48----,18,271,G,2694,G,9685,G
36017,51,51----,24,334,G,4524,G,18078,G
36017,52,52----,38,1143,J,33105,J,98792,J
36017,53,53----,21,163,J,1851,H,9545,H
36017,54,54----,48,201,G,2258,G,8764,G
36017,56,56----,27,786,H,10530,H,37006,H
36017,61,61----,6,44,J,267,H,975,G
36017,62,62----,110,1619,H,23563,H,85606,H
36017,71,71----,20,156,G,641,G,3628,G
36017,72,72----,93,874,G,3890,G,17819,G
36017,81,81----,103,380,G,2615,G,11447,G
36017,99,99----,3,6,J,53,G,323,G
36019,TOTAL,------,1701,27188,G,319575,G,1307920,G
36019,11,11----,6,12,J,118,J,400,H
36019,21,21----,4,26,H,233,G,1528,H
36019,22,22----,7,125,H,5000,H,15970,H
36019,23,23----,166,978,G,14639,G,72908,G
36019,31,31----,78,5235,H,88726,H,346682,H
36019,42,42----,71,706,G,11319,G,47526,G
36019,44,44----,323,4706,G,38089,G,158257,G
36019,48,48----,109,1732,G,18799,G,73296,G
36019,51,51----,36,503,H,5903,H,25090,H
36019,52,52----,77,425,G,6565,H,24857,H
36019,53,53----,73,345,G,3737,H,16816,H
36019,54,54----,103,546,H,7485,G,32345,G
36019,55,55----,3,93,J,849,H,3469,H
36019,56,56----,66,839,G,7090,H,28676,G
36019,61,61----,12,154,H,1318,J,5403,J
36019,62,62----,211,7197,H,88190,H,359956,H
36019,71,71----,23,215,H,1068,G,6103,H
36019,72,72----,194,2752,G,15581,G,67471,G
36019,81,81----,136,597,G,4857,G,21100,G
36019,99,99----,3,2,G,9,J,67,G
36021,TOTAL,------,1819,16420,G,191611,G,818104,G
36021,11,11----,11,52,J,495,G,1950,G
36021,21,21----,3,47,J,753,J,4335,J
36021,22,22----,5,46,J,1811,J,7021,J
36021,23,23----,269,1165,G,14372,G,74170,G
36021,31,31----,91,1502,G,21656,H,87846,G
36021,42,42----,41,649,G,10809,G,40543,G
36021,44,44----,267,2998,G,27367,G,112396,G
36021,48,48----,44,601,G,7879,G,31483,G
36021,51,51----,44,220,H,3440,G,12356,G
36021,52,52----,54,262,J,3811,H,15919,H
36021,53,53----,63,160,G,1591,G,8343,G
36021,54,54----,188,666,G,11708,G,53396,G
36021,55,55----,5,351,J,1774,H,7766,H
36021,56,56----,112,388,G,4204,G,22558,G
36021,61,61----,17,387,G,3091,G,12796,G
36021,62,62----,172,4059,H,56192,H,229920,H
36021,71,71----,88,297,G,3125,G,16417,G
36021,72,72----,195,1976,G,12579,G,58286,G
36021,81,81----,148,591,G,4924,G,20459,G
36023,TOTAL,------,981,14353,G,151898,G,618752,G
36023,11,11----,7,25,H,283,H,1328,H
36023,21,21----,3,4,J,16,J,366,H
36023,22,22----,3,26,J,972,J,3886,J
36023,23,23----,101,468,G,5664,G,31268,G
